id,User Name,Title,Rating,Time,Country,Content,emotion_label,emotion_prob
2396,James Kebli,service client inexistant,2,28/11/2022,France,"Bonjour, Je suis client Orange Bank depuis plus de 4 ans , tout se passait très bien jusqu'à un changement de téléphone.Depuis plus de 5 mois , j essaye de joindre le service client , j 'ai envoyé des messages , des mails , impossible de me connecte a mon compte depuis plusieurs mois malgré que le possède mes identifiants et mon code d 'acces . je suis systématiquement renvoyer vers DINGO , un logiciel virtuel.Par conséquent , j'ai  suspendu toutes mes opérations de prélèvement , changement de RIB , virement ( un vrai casse tête ).A présent , je reçois des courriers d'orank Banque me demandant de régulariser la situation alors que je ne sais pas ce qui se passe sur mon compte !!!!!Pourquoi personne du service client ne me contact ? PS: le numéro de téléphone indiqué sur le courrier me renvois aussi sur DINGO.Je suis dans une situation improbable et complètement irréaliste .J'espère qu 'en lisant ce commentaire , un personne du service client me contactera .",très négatif,84.8
2397,Wilhelm Charles,"Plusieurs bugs. J'espère que vous allez vous améliorer, sinon adieu",1,29/11/2022,France,"Plafonds remis à zéro quand j'étais à l'étranger en septembre (""problème informatique""... m'a-t-on dit quelques jours plus tard, mais sans excuses !) et désastreux pour l'utilisateur (moi).Récemment, accès à l'appli, donc infos de mon compte, ma situation... bloqué depuis téléchargement de la nouvelle version de l'appli, et pourtant j'ai un mobile japonais et non un bas de gamme chinoisCela fait beaucoup de choses.REPONSE / AVEU D'ORANGE BANK de ce jour. 'Francis' est heureux de me dire que mes plafonds ont été rétablis le 28.09 (après qu'Orange ait bloqué mon compte, mon argent le 19.09). 9 jours sans avoir accès à mon argent, et même pas un mot d'excuse - l'autosuffisance technocratique typique, ou autrement dit, des gens divorcés des réalités du terrain.",très négatif,70.1
2398,Thierry,Virement entre comptes parent envoi,5,28/11/2022,France,Virement entre comptes parent envoi. Demande par SMS. Virement immédiat. Simple. Efficace,très positif,46.43
2399,Guillaume Tourenne,Efficace,5,28/11/2022,France,Contact efficace,positif,49.69
2400,Vimeux,Rien à dire,5,28/11/2022,France,C'est une bonne banque,positif,52.31
2401,CHRISTIAN BOUVARD,Rejet d un petit prélèvement alors que…,1,28/11/2022,France,Rejet d un petit prélèvement alors que mon compte allait être créditeur 3 ou 4 jours après,très négatif,43.85
2403,Monsieur GUILLAUME,Réouverture du livret,4,28/11/2022,France,Rapidité de l'opération et immédiatement opérationnelle,très positif,61.19
2404,Raoilijaona,Usage en voyage,5,28/11/2022,Réunion,"Usage en voyage, pas de frais, juste trop bien",très positif,64.34
2406,Pierre 69000,Client Orange Bank depuis fin 2018,3,27/11/2022,France,"Client Orange Bank depuis fin 2018. Durant les 3 premières années pas de problème, à part la première CB un peu récalcitrante pour certains paiements aux distributeurs de carburants. CB vite changée par Orange Bank .Mais depuis fin 2022 le service client c’est très nettement dégradé. Suite à deux virements vers mon autre banque, le deuxième a été bloqué plusieurs jours. Et la impossible de joindre un conseillé au téléphone. Je vous passe le pseudo interface intelligent de l’application qui est lamentable, et qui vous fait tourner en rond sans résultat.  Finalement par le chat messenger de FaceBook je réussi à avoir un interlocuteur qui m’apprend que seuls les clients Premium peuvent avoir un contact téléphonique ! Ce qui n’était pas le cas au début de mon expérience avec cette néo banque.  En clair vous en avez pour votre argent.Un point positif dans cette grisaille, l’application mobile bien pensée et disponible 24/24 7/7 .",très négatif,47.67
2407,Grieneisen,Avis sur le compte orange,5,27/11/2022,France,Il est très facile de gérer le compte et de le comprendre. Le relationnel avec les conseillers est tres simple et rapide.,très positif,70.64
2408,Jonathan,Vraiment dommage qu'il faut payer des…,4,27/11/2022,France,Vraiment dommage qu'il faut payer des frais de tenue de compte !😏,neutre,38.65
2409,Deberne,Rapidité,4,27/11/2022,France,"Rapidité, consultation aisée sur smartphone;",très positif,56.71
2410,Frédéric,Très bon contact niveau humain et…,5,27/11/2022,France,Très bon contact niveau humain et explications claires,très positif,58.4
2411,Jessy,Super,5,26/11/2022,France,"Super bank, pas de prise de tête, applications au top , + remise de chèque",très positif,83.37
2412,Geoffray Gisele,Une interlocutrice efficace,4,26/11/2022,France,"Une fois mon interlocutrice au téléphone elle a rapidement résolu mon problème.cela faisait x, x, x fois que j essayais d enregistrer ma carte bancaire sans succès. Elle n a pas pu car j avais tout bloqué. Pour info, votre système est d un compliqué. C était plus simple d'effectuer un retrait au guichet.Je pense vous rappeler lundi et j espère avoir enfin le déblocage de ma nouvelle carte. Merci",négatif,25.58
2413,Bruno Baron,interlocuteur efficace,4,26/11/2022,France,"interlocuteur efficace, très à l'écoute de ma demandeseul bémol très difficile d'avoir de vous joindre au téléphone et surtout Djingo le robot est très loin d'être efficace quand on lui demande d'avoir directement un expert",neutre,47.38
2414,Jean-Paul,la banque en ligne pas adapté à des…,5,26/11/2022,France,la banque en ligne pas adapté à des vieux,négatif,41.93
2415,Patience,excelent,5,26/11/2022,France,belicimo donc excellent,très positif,66.66
2416,J.M,Conseillers a l'écoute une bonne banque…,5,26/11/2022,France,Conseillers a l'écoute une bonne banque dans l'ensemble,positif,56.45
2417,Alexandre,Très bonne expérience et je suis très…,5,26/11/2022,France,Très bonne expérience et je suis très satisfait de vous orange bank pour moi vous faite partie de la meilleure bank à mes yeux continuer comme à faire évoluer les choses dans le bon sens bien sûr bonne continuation ne changer pas resté comme vous êtes bonne journée bon week-end et à bientôt 😉👍,très positif,84.59
2418,Aime Dacko,Ce entreprises est excellent par le…,3,26/11/2022,Mali,Ce entreprises est excellent par le monde Tout le utilisé travail sur cette entreprises,très positif,75.2
2420,Guillaume,A l'écoute,5,26/11/2022,France,"A l'écoute , très bien",très positif,47.44
2421,Monique Ayassamy,Amabilité professionnel,5,26/11/2022,France,"Amabilité, professionnel.",très positif,44.8
2422,Luc MTZ,Simple et efficace,5,26/11/2022,France,"Simple, efficace, facile d'utilisation, complète tout est dit et de plus rapide. Merci",très positif,77.68
2423,Burr,Personnel à l'écoute,5,26/11/2022,France,"Personnel à l'écoute , réactif , et en plus très sympathique.1",très positif,51.93
2424,Herve D,Efficace et professionnel.,5,26/11/2022,France,"Le service client a été un peu long à me contacter, mais une fois en ligne, cette personne a fait preuve d'un réel professionnalisme, tout a été réglé en quelques minutes. Bravo.",très positif,51.17
2425,Jacques,Des propositions intéressantes et une concrétisation rapide,5,25/11/2022,France,Votre proposition est arrivée à point nommé,très positif,32.09
2426,Henri,De façon générale,5,25/11/2022,France,"De façon générale, malgré certaines difficultés à entrer en contact avec un conseiller, on a chez Orange Bank une banque humaine, compréhensive et très arrangeante. Gratitude!!!",très positif,65.62
2427,Garderes,OK parfait,5,25/11/2022,France,Très bonne banque en ligne,très positif,63.6
2428,Denis,Pas d'attente téléphonique conseillère…,5,25/11/2022,France,Pas d'attente téléphonique conseillère agréable et reactive,très positif,56.02
2429,Tsiella,J'ai toujours eu peur de prendre des…,5,25/11/2022,France,"J'ai toujours eu peur de prendre des crédits, mais avec Orange bank jusqu'à la fin de mes échéances j'ai eu aucune inquiétudes, le respect des prélèvements ça m'a rassuré.",très positif,53.61
2430,Christophe,Très bien,5,25/11/2022,France,Très bien bon entretien,très positif,49.68
2432,Fahim,Satisfaction,5,25/11/2022,France,"Professionalisme, réactivité, accueil, mise en œuvre des moyens de gestion et de contact par le biais de l'application et de l'interface utilisateur...",très positif,60.27
2433,CHEVALLIER XAVIER,Positif,4,25/11/2022,France,Très  bonne  compréhension  de mon  problème,positif,50.13
2434,Amar,Orange bank est innovante et très…,5,25/11/2022,France,Orange bank est innovante et très simple d'accès. Son fonctionnement est optimum et répond aux besoins du monde moderne,très positif,71.63
2435,Arnould,Application simple et assistance a l'écoute,5,25/11/2022,Réunion,L'équipe d'Orange Bank est toujours à l'écoute et une solution est toujours trouvée dans des délais rapides,très positif,54.94
2436,Lise,Très bonne écoute,5,25/11/2022,France,Besoin de réponses sur une situation.,positif,37.11
2437,Jacky,Il a répondu à mes questions très…,5,25/11/2022,France,Il a répondu à mes questions très sympathique et mon problème a été résolu,très positif,49.25
2438,Bouri,Versement,5,25/11/2022,France,Facile la solution pour déposer de l'argent,positif,42.02
2439,Morgan,Une banque efficace qui traite les…,5,25/11/2022,France,"Une banque efficace qui traite les demandes de ses clients rapidement (dossiers de mobilité bancaire et de prêt traités rapidement), les réponses aux questions posées sont claires et rapides.",très positif,56.31
2440,Vany L,Cela ne fait que très récemment que je…,5,25/11/2022,France,Cela ne fait que très récemment que je suis à Orange Bank et j'en suis satisfaite ! L'appli est impec !,très positif,71.37
2442,Mme LEGRAND ANNE,Un problème une solution,5,25/11/2022,France,Pour l'installation de la fibre...nous avons eu un point d'information dans notre village de Beynac...avec des agents très compétantts poiur nous informer,positif,43.4
2444,FINFINNEE,Bonjour j’ai gérant de société de…,5,25/11/2022,France,Bonjour j’ai gérant de société de finfinnee j’ai vous crédit pour gère bien mon société,très positif,33.51
2445,Thibaud,Support lamentable,1,24/11/2022,France,"Support lamentable, ne comprennent rien via un chat honteux, vous baladent en vous indiquant que la demande sera traitée, au final pendant 3 semaines ils ne comprennent rien pour au final assurer que la demande ne peut être reçue. Aucun numéro de support. Pas digne de gérer des fonds privés en France.",très négatif,95.23
2446,evrard celine,Parfait,5,24/11/2022,France,"J'ai eu des reponses à toutes mes questions, c'était très clair. La personne était très sympathique.",très positif,70.02
2447,JR,Un énorme Merci à Léa,5,24/11/2022,France,"Un énorme Merci à Léa, une conseillère au Top : réactive, disponible, très aimable, à l'écoute de tous les soucis que l'on peut rencontrer et qui trouve toutes les solutions.Merci Merci Merci.",très positif,92.26
2448,clienteMme Thomas Dominique,J étais très satisfaite de vos services…,5,24/11/2022,France,J étais très satisfaite de vos services excellents,très positif,75.3
2449,Sandrine,Parfait! Merci,5,24/11/2022,France,"J ai été entendu, on m a accompagné et vous avez résilié mon pb. Merci c est parfait",très positif,60.94
2450,Bernard,Nickel très bon accueil et problème…,5,24/11/2022,France,Nickel très bon accueil et problème résolu rapidement.,très positif,66.4
2451,Alain,la prise en charge a été rapide et une…,5,24/11/2022,France,la prise en charge a été rapide et une réponseprécise à mon interrogation,très positif,49.38
2452,Marie Annick Juliana,Un peu agacée par l'attente d'avoir un…,5,24/11/2022,Réunion,"Un peu agacée par l'attente d'avoir un conseiller au téléphone, j'ai eu contact avec une personne très agréable et qui a cherché à résoudre mes 2 problèmes !",positif,42.7
2453,Sylvain,Toujours à l'écoute,5,24/11/2022,France,Toujours à l'écoute. Merci,très positif,63.56
2454,JOUVET,J'ai pu acheter  mon smartphone neuf,5,24/11/2022,France,"J'ai pu acheter  mon smartphone neuf, grace au crédit ORANGE BANK.",très positif,61.23
2455,Annick,Problème paiement sans contact avec ma…,5,24/11/2022,France,Problème paiement sans contact avec ma MasterCard,très négatif,34.65
2456,Pauline,Rien à dire,5,24/11/2022,France,"Rien à dire, conseiller à l'écoute qui prend bien en charge notre demandeQui appel quand on a une déconnections internet",très positif,69.6
